Lane,Loads,AvgDaysToShip,AvgCostPerMile,MilesAvg
"ROME, GA → JACKSON, TN",1,1.0,2.878787878787879,330.0
"HOLDEN, LA → BIRMINGHAM, AL",2,1.0,2.8779840848806364,377.0
"HAVANA, FL → RIVERSIDE, AL",1,8.0,2.8753993610223643,313.0
"MOUNDVILLE, AL → HOUSTON, TX",4,9.75,2.8735632183908044,609.0
"CARTHAGE, AR → ARMOREL, AR",1,1.0,2.8714859437751006,249.0
"ABBEVILLE, AL → PRICHARD, AL",1,0.0,2.869198312236287,237.0
"BRUCE, MS → GRABILL, IN",7,5.428571428571429,2.869097429766886,717.0
"MILLPORT, AL → FT WORTH, TX",2,1.5,2.869047619047619,630.0
"FLORIEN, LA → LILBURN, GA",2,1.5,2.869030390738061,691.0
"COTTONTON, AL → AUBURN, KY",1,4.0,2.8674698795180724,415.0
"SALEM, MO → JEWETT, TX",3,5.0,2.8672231496939347,599.0
"BRYAN, TX → BAYTOWN, TX",5,2.8,2.867132867132867,143.0
"HOLDEN, LA → FT WORTH, TX",8,1.625,2.86691650390625,512.0
"TALLADEGA, AL → TOLEDO, OH",2,5.0,2.865329512893983,698.0
"DIERKS, AR → JACKSON, TN",1,3.0,2.865329512893983,349.0
"BELK, AL → FT WORTH, TX",1,1.0,2.865168539325843,623.0
"EL DORADO, AR → FORT PAYNE, AL",1,3.0,2.865168539325843,534.0
"MONTICELLO, AR → HOUSTON, TX",1,1.0,2.863961813842482,419.0
"CHOPIN, LA → HALEYVILLE, AL",2,4.5,2.8623949579831933,476.0
"HOLDEN, LA → ENNIS, TX",4,1.0,2.8612869198312234,474.0
"WALDO, AR → HIDALGO, TX",1,1.0,2.8582089552238807,670.0
"BIRMINGHAM, AL → RENSSELAER, IN",4,3.25,2.8580729166666665,576.0
"TAYLOR, LA → BIRMINGHAM, AL",1,1.0,2.857142857142857,420.0
"ACKERMAN, MS → MILROY, IN",3,6.333333333333333,2.857142857142857,588.0
"TAYLOR, LA → PHARR, TX",4,4.5,2.8554313099041533,626.0
"PHILADELPHIA, MS → HARTSELLE, AL",1,6.0,2.854330708661417,254.0
"MOUNDVILLE, AL → TIPP CITY, OH",4,2.25,2.853890728476821,604.0
"COTTONTON, AL → WEST UNION, OH",3,1.3333333333333333,2.8523489932885906,596.0
"VIOLA, AR → LAFAYETTE, IN",4,4.0,2.851870078740158,508.0
"GLOSTER, MS → SAN ANTONIO, TX",1,0.0,2.8517110266159698,526.0
"BOGALUSA, LA → BIRMINGHAM, AL",3,1.0,2.8514327363442025,301.0
"THOMASVILLE, AL → JACKSONVILLE, TX",1,0.0,2.8513238289205702,491.0
"BRYAN, TX → WICHITA, KS",14,4.0,2.847662791375217,527.5714285714286
"EUFAULA, AL → GHENT, KY",1,13.0,2.847571189279732,597.0
"MAGNOLIA, MS → MC INTYRE, GA",5,2.2,2.845890410958904,584.0
"GLOSTER, MS → ALVARADO, TX",1,3.0,2.8451882845188283,478.0
"ABBEVILLE, AL → AUBURN, KY",3,3.3333333333333335,2.844638949671772,457.0
"VICKSBURG, MS → HARRISBURG, IL",1,3.0,2.843813387423935,493.0
"NEW BLOOMFIELD, MO → EVANSVILLE, WI",1,1.0,2.843601895734597,422.0
"HOLDEN, LA → MIDDLEFIELD, OH",3,5.666666666666667,2.8429602888086642,1108.0
"TAYLORSVILLE, MS → SCAMMON, KS",1,2.0,2.8423566878980893,628.0
"BRYAN, TX → ARLINGTON, TX",14,3.2142857142857144,2.842183994016455,191.0
"MEXIA, AL → LOUISVILLE, KY",1,1.0,2.841918294849023,563.0
"TAYLOR, LA → MC LEANSBORO, IL",2,5.5,2.840909090909091,572.0
"DECATUR, AL → WEST UNION, OH",1,1.0,2.840095465393795,419.0
"GLOSTER, MS → PHARR, TX",2,1.0,2.8400597907324365,669.0
"ROME, GA → TIPP CITY, OH",1,3.0,2.839756592292089,493.0
"DIBOLL, TX → EDINBURG, TX",3,2.6666666666666665,2.838015692229815,446.3333333333333
"MANSFIELD, AR → CROWLEY, TX",2,4.0,2.8365384615384617,312.0
"RUSSELLVILLE, AR → MOSCOW, TN",1,3.0,2.834008097165992,247.0
"NEW BLOOMFIELD, MO → DALLAS, TX",1,14.0,2.831858407079646,565.0
"MAGNOLIA, MS → GRABILL, IN",2,2.0,2.831661092530658,897.0
"WARM SPRINGS, AR → SEGUIN, TX",1,3.0,2.831100543478261,736.0
"OLLA, LA → FLINTVILLE, TN",3,3.0,2.8301886792452833,530.0
"BAY SPRINGS, MS → TOWNVILLE, SC",1,8.0,2.827050997782705,451.0
"BRYAN, TX → EDINBURG, TX",7,0.5714285714285714,2.8261711188540457,369.0
"GURDON, AR → SKIDMORE, TX",1,6.0,2.8233151183970855,549.0
"HOLDEN, LA → GHENT, KY",1,7.0,2.8227848101265822,790.0
"CHOPIN, LA → PHARR, TX",5,2.6,2.8226351351351346,592.0
"CHAPMAN, AL → SOMERSET, KY",1,1.0,2.822265625,512.0
"BIRMINGHAM, AL → SCHILLER PARK, IL",3,2.6666666666666665,2.8186274509803924,680.0
"TAYLOR, LA → BIG SPRING, TX",1,3.0,2.81767955801105,543.0
"CORINTH, MS → BRAZIL, IN",1,1.0,2.816901408450704,426.0
"POLLOK, TX → LAREDO, TX",1,7.0,2.815315315315315,444.0
"BAY SPRINGS, MS → MIDDLETON, TN",1,11.0,2.814814814814815,270.0
"TAYLORSVILLE, MS → SEGUIN, TX",1,1.0,2.8135048231511255,622.0
"TAYLOR, LA → FLINTVILLE, TN",2,4.0,2.813302752293578,545.0
"HOLDEN, LA → MT PLEASANT, TX",1,7.0,2.813299232736573,391.0
"SALEM, MO → FULTON, MS",2,3.0,2.8125,360.0
"OLLA, LA → DULUTH, GA",3,3.3333333333333335,2.8123000583771165,571.0
"DIERKS, AR → TOLEDO, OH",1,6.0,2.8121664887940234,937.0
"TAHLEQUAH, OK → ATHENS, TX",4,5.25,2.811979512735327,300.75
"BAY SPRINGS, MS → ACWORTH, GA",1,3.0,2.809917355371901,363.0
"MAPLESVILLE, AL → MIDDLETON, TN",1,18.0,2.808988764044944,267.0
"CORDELE, GA → BIRMINGHAM, AL",6,1.3333333333333333,2.8088584474885843,292.0
"DIERKS, AR → MOSCOW, TN",2,19.0,2.8052805280528053,303.0
"OLLA, LA → ATLANTA, GA",1,3.0,2.803738317757009,535.0
"WYANDOTTE, OK → NORFOLK, NE",1,4.0,2.8,500.0
"BAY SPRINGS, MS → GRABILL, IN",1,2.0,2.798507462686567,804.0
"OLLA, LA → NIEDERWALD, TX",1,2.0,2.7960526315789473,456.0
"SUMMERSVILLE, MO → JEWETT, TX",2,4.5,2.795221843003413,586.0
"BRYAN, TX → PERRY, OK",7,2.5714285714285716,2.7939433838051353,434.0
"MEXIA, AL → GRABILL, IN",1,3.0,2.791563275434243,806.0
"FLORIEN, LA → CORPUS CHRISTI, TX",3,3.6666666666666665,2.790519877675841,436.0
"THORSBY, AL → HOUSTON, TX",1,1.0,2.790014684287812,681.0
"VIOLA, AR → HOUSTON, TX",3,1.3333333333333333,2.7897091722595078,595.6666666666666
"VICKSBURG, MS → AUBURN, KY",6,6.166666666666667,2.788523533204384,517.0
"SALEM, MO → JACKSON, TN",7,6.142857142857143,2.788104089219331,269.0
"BIRMINGHAM, AL → MURFREESBORO, TN",3,5.0,2.78673835125448,186.0
"MOUNDVILLE, AL → BELOIT, WI",2,3.0,2.7843601895734595,844.0
"PHILADELPHIA, MS → SHEPHERDSVILLE, KY",1,7.0,2.782931354359926,539.0
"HOLDEN, LA → MEMPHIS, TN",2,4.5,2.781791907514451,346.0
"BRYAN, TX → MULESHOE, TX",3,6.0,2.777777777777778,498.0
"TUSCUMBIA, AL → CHARLESTON, SC",6,1.1666666666666667,2.777777777777778,585.0
"MONROEVILLE, AL → WEST UNION, OH",1,7.0,2.7777777777777777,684.0
"BOAZ, AL → CASSVILLE, MO",1,5.0,2.7777777777777777,630.0
"BRUCE, MS → PRICHARD, AL",1,1.0,2.7777777777777777,288.0
"PLUMERVILLE, AR → WEST UNION, OH",3,3.0,2.7777777777777772,684.0
"PHILADELPHIA, MS → CARROLLTON, MO",1,4.0,2.7744807121661723,674.0
"DODSON, LA → HIDALGO, TX",3,6.0,2.774374680959674,653.0
"BIRMINGHAM, AL → HANOVER PARK, IL",2,1.5,2.773722627737226,685.0
"BRUCE, MS → COAL VALLEY, IL",1,11.0,2.773497688751926,649.0
"HOLDEN, LA → EDINBURG, TX",3,2.3333333333333335,2.7725812893812307,637.6666666666666
"PROSPERITY, SC → GHENT, KY",2,2.0,2.772177419354839,496.0
"CHAPMAN, AL → ARMOREL, AR",2,3.0,2.769230769230769,455.0
"VERONA, MO → LITTLE ROCK, AR",6,2.8333333333333335,2.7688172043010755,279.0
"BIRMINGHAM, AL → BOGALUSA, LA",4,3.5,2.768729641693811,307.0
"MALVERN, AR → BIRMINGHAM, AL",1,3.0,2.768496420047733,419.0
"VIOLA, AR → SEGUIN, TX",2,2.0,2.7683423913043477,736.0
"JASPER, AL → ARMOREL, AR",1,1.0,2.7675276752767526,271.0
"TAYLOR, LA → BLOUNTSVILLE, AL",1,1.0,2.765726681127983,461.0
"MEXIA, AL → SCHILLER PARK, IL",3,5.666666666666667,2.7619047619047614,875.0
"GLOSTER, MS → DES PLAINES, IL",1,5.0,2.761795166858458,869.0
"TAYLOR, LA → SAINT ROSE, IL",12,4.916666666666667,2.761130136986301,584.0
"TAYLOR, LA → WICHITA, KS",2,9.0,2.7550091074681236,549.0
"MONROEVILLE, AL → GRABILL, IN",3,6.666666666666667,2.753623188405797,805.0
"FORT WORTH, TX → KILGORE, TX",2,1.5,2.751572327044025,159.0
"FLORIEN, LA → BIRMINGHAM, AL",1,0.0,2.7514231499051234,527.0
"BRYAN, TX → DENVER, CO",3,4.666666666666667,2.7508090614886727,927.0
"TAYLOR, LA → EDINBURG, TX",2,3.0,2.7495321761053564,619.0
"TAYLORSVILLE, MS → DUQUOIN, IL",1,3.0,2.749003984063745,502.0
"LEWISVILLE, AR → MARKLEVILLE, IN",4,9.0,2.7486910994764395,764.0
"GLOSTER, MS → EDINBURG, TX",2,3.0,2.7480916030534353,655.0
"TAYLOR, LA → NORTHPORT, AL",1,2.0,2.7472527472527473,364.0
"BRYAN, TX → STEPHENS, AR",2,2.0,2.746153846153846,325.0
"TAYLOR, LA → BOLIVAR, TN",1,2.0,2.745995423340961,437.0
"FOREST, MS → GRABILL, IN",1,3.0,2.743142144638404,802.0
"ROME, GA → GRABILL, IN",1,2.0,2.7419354838709675,620.0
"MILLPORT, AL → KANKAKEE, IL",1,1.0,2.7419354838709675,620.0
"BIRMINGHAM, AL → ELIZABETHTON, TN",6,3.3333333333333335,2.7409372236958447,377.0
"TAYLOR, LA → CASSVILLE, MO",1,3.0,2.73972602739726,438.0
"TUSCUMBIA, AL → NORTH CHARLESTON, SC",24,3.0833333333333335,2.738955823293173,581.0
"BIRMINGHAM, AL → BOURBONNAIS, IL",1,1.0,2.7386541471048513,639.0
"DIBOLL, TX → BROWNSVILLE, TX",4,3.0,2.738611713665943,461.0
"BRYAN, TX → CARROLLTON, MO",1,1.0,2.7369826435246996,749.0
"DIERKS, AR → SOMERSET, KY",2,1.5,2.736801242236025,644.0
"CORINTH, MS → BRYAN, TX",1,3.0,2.735562310030395,658.0
"SALEM, KY → SAVANNAH, GA",1,1.0,2.733118971061093,622.0
"OLLA, LA → MERIDIAN, MS",1,1.0,2.7309236947791167,249.0
"POLLOK, TX → WESLACO, TX",1,1.0,2.7301927194860816,467.0
"MANSFIELD, AR → WACO, TX",2,1.0,2.7272727272727275,385.0
"SALEM, MO → KANKAKEE, IL",2,3.0,2.7255639097744364,399.0
"SILVER CREEK, MS → TIPP CITY, OH",1,4.0,2.7249683143219263,789.0
"GLOSTER, MS → ACWORTH, GA",1,3.0,2.7237354085603114,514.0
"BIRMINGHAM, AL → KANSAS CITY, MO",2,1.0,2.720213239680392,690.0
"SILVER CREEK, MS → SCHILLER PARK, IL",2,7.5,2.7200488997555015,818.0
"BRUCE, MS → KATY, TX",1,1.0,2.72,625.0
"TAYLOR, LA → HONDO, TX",1,1.0,2.719665271966527,478.0
"CORRIGAN, TX → GOLDEN, MS",1,6.0,2.7182866556836904,607.0
"TAYLOR, LA → SCHILLER PARK, IL",2,11.0,2.71718931475029,861.0
"MANSFIELD, AR → JACKSONVILLE, TX",1,1.0,2.7155555555555555,297.0
"BRYAN, TX → AMARILLO, TX",79,3.9746835443037973,2.7143249664804334,519.3037974683544
"WAYNESBORO, MS → BELOIT, WI",1,0.0,2.711864406779661,885.0
"OLLA, LA → MC LEANSBORO, IL",1,13.0,2.7113237639553427,627.0
"GLOSTER, MS → GRABILL, IN",1,2.0,2.7085590465872156,923.0
"OLLA, LA → SHEPHERDSVILLE, KY",1,7.0,2.706359945872801,739.0
"BIRMINGHAM, AL → OWENSBORO, KY",1,0.0,2.7056962025316458,316.0
"VIOLA, AR → CEDAR SPRINGS, GA",2,1.0,2.704113924050633,632.0
"HALFWAY, MO → GREENVILLE, TX",1,3.0,2.7027027027027026,444.0
"SALEM, MO → ELKHART, TX",1,3.0,2.7027027027027026,592.0
"ALAPAHA, GA → RANBURNE, AL",17,3.1176470588235294,2.7008528318390552,269.0
"CORINTH, MS → CHERRY VALLEY, IL",6,2.6666666666666665,2.700490998363339,611.0
"IDABEL, OK → HOUSTON, TX",5,2.4,2.6997420100676424,315.0
"MC SHAN, AL → HOUSTON, TX",3,3.3333333333333335,2.6925148088314486,619.0
"IDABEL, OK → HOWARDS GROVE, WI",1,15.0,2.691924227318046,1003.0
"BRYAN, TX → EL DORADO, KS",3,4.333333333333333,2.690909090909091,550.0
"OLLA, LA → HIDALGO, TX",2,1.5,2.68359375,640.0
"MAGNOLIA, AR → CHATTANOOGA, TN",3,1.0,2.681992337164751,609.0
"BRYAN, TX → PHARR, TX",2,9.5,2.680965147453083,373.0
"BIRMINGHAM, AL → NACOGDOCHES, TX",1,7.0,2.679856115107914,556.0
"PHILADELPHIA, MS → DAYTON, OH",1,9.0,2.6798307475317347,709.0
"DODSON, LA → ARMOREL, AR",1,1.0,2.6776649746192893,394.0
"BRYAN, TX → ALTON, TX",6,3.8333333333333335,2.6776315789473686,380.0
"TAYLOR, LA → SIKESTON, MO",8,5.625,2.6750000000000007,446.0
"CAMDEN, TX → WESLACO, TX",1,3.0,2.6744186046511627,430.0
"CORINTH, MS → IRVING, TX",1,2.0,2.6737967914438503,561.0
"BUCKS, AL → CAMP DOUGLAS, WI",1,1.0,2.673450508788159,1081.0
"ABBEVILLE, AL → HOUSTON, TX",1,1.0,2.6722925457102673,711.0
"HAZLEHURST, GA → BIRMINGHAM, AL",1,2.0,2.6706231454005933,337.0
"BRYAN, TX → CARTER LAKE, IA",2,1.5,2.6699029126213594,824.0
"BRYAN, TX → PRICHARD, AL",1,5.0,2.667814113597246,581.0
"WARREN, AR → SCHILLER PARK, IL",3,7.666666666666667,2.667124542124542,728.0
"MERIDIAN, MS → BELOIT, WI",1,7.0,2.6666666666666665,825.0
"OLLA, LA → MIDDLETON, TN",14,11.571428571428571,2.6659959758551315,426.0
"EFFINGHAM, SC → TOLEDO, OH",1,1.0,2.6657060518731988,694.0
"DODSON, LA → WICHITA, KS",1,7.0,2.665589660743134,619.0
"VERONA, MO → INDIANAPOLIS, IN",1,4.0,2.6639344262295084,488.0
"EXETER, MO → GRAPELAND, TX",2,1.0,2.660123966942149,484.0
"OPELIKA, AL → MIDDLETON, TN",1,8.0,2.65625,320.0
"GLOSTER, MS → HIDALGO, TX",1,5.0,2.6548672566371683,678.0
"OLLA, LA → PHARR, TX",1,1.0,2.654516640253566,631.0
"SALEM, MO → HALTOM CITY, TX",2,4.0,2.654109589041096,584.0
"OLLA, LA → TUSCOLA, IL",2,5.0,2.6537433155080214,748.0
"ABBEVILLE, AL → IRVING, TX",1,3.0,2.6525198938992043,754.0
"CORINTH, MS → COAL VALLEY, IL",2,4.0,2.6521739130434785,575.0
"KNOXVILLE, TN → BIRMINGHAM, AL",1,5.0,2.6515151515151514,264.0
"SILVER CREEK, MS → OLIVE BRANCH, MS",1,6.0,2.6515151515151514,264.0
"NACOGDOCHES, TX → DONNA, TX",1,5.0,2.6476578411405294,491.0
"ABBEVILLE, AL → DALLAS, TX",11,5.090909090909091,2.647345942647956,745.0
"BRYAN, TX → EMERSON, AR",3,4.0,2.6451612903225805,310.0
"TAHLEQUAH, OK → LITCHFIELD, IL",2,2.0,2.6447661469933186,449.0
"SUMMERSVILLE, MO → INDIANAPOLIS, IN",1,6.0,2.644230769230769,416.0
"DEQUINCY, LA → MIDDLETON, TN",1,1.0,2.643581081081081,592.0
"HOLDEN, LA → WALNUT, MS",1,6.0,2.642925,400.0
"BIRMINGHAM, AL → JACKSON, MI",1,7.0,2.642857142857143,700.0
"BRYAN, TX → TERRELL, TX",1,6.0,2.6424870466321244,193.0
"GARLAND, TX → KILGORE, TX",1,1.0,2.6422764227642275,123.0
"WINONA, MS → BELOIT, WI",3,1.3333333333333333,2.641203703703704,720.0
"BOGALUSA, LA → GRABILL, IN",4,3.25,2.640333333333333,900.0
"DEQUINCY, LA → SAGINAW, TX",1,1.0,2.6384057971014494,345.0
"VERONA, MO → JEWETT, TX",4,1.5,2.635814889336016,497.0
"WARREN, AR → SOUTH BEND, IN",5,3.8,2.6323702737940025,767.0
"TOLEDO, OH → TOCCOA, GA",1,9.0,2.6315789473684212,646.0
"OLLA, LA → JACKSON, TN",2,2.0,2.6315789473684212,456.0
"PHILADELPHIA, MS → TOLEDO, OH",1,7.0,2.628504672897196,856.0
"CHOPIN, LA → WEBB, AL",6,1.8333333333333333,2.626805314846909,577.0
"DIERKS, AR → GRABILL, IN",3,8.666666666666666,2.625543693159351,843.0
"CARROLLTON, GA → MARKLEVILLE, IN",2,4.5,2.6241438356164384,584.0
"RUSSELLVILLE, AR → WEST UNION, OH",1,3.0,2.622720897615708,713.0
"CORPUS CHRISTI, TX → WAXAHACHIE, TX",1,4.0,2.619047619047619,357.0
"MOUNDVILLE, AL → MARKLEVILLE, IN",1,7.0,2.6186440677966103,590.0
"OLLA, LA → BOLIVAR, TN",1,1.0,2.618483412322275,422.0
"BAY SPRINGS, MS → HOWARDS GROVE, WI",1,2.0,2.6172300981461287,917.0
"HALFWAY, MO → LITTLE ROCK, AR",2,1.0,2.616279069767442,258.0
"BIRMINGHAM, AL → ROCK ISLAND, IL",2,5.0,2.6158038147138964,734.0
"DIERKS, AR → BIRMINGHAM, AL",1,4.0,2.6156941649899395,497.0
"BIRMINGHAM, AL → TOLEDO, OH",8,4.25,2.615671641791045,670.0
"BIRMINGHAM, AL → WINTER HAVEN, FL",4,1.0,2.613268608414239,618.0
"BOGALUSA, LA → BOLIVAR, TN",1,1.0,2.6109660574412534,383.0
"TAYLOR, LA → DULUTH, GA",1,1.0,2.6109215017064846,586.0
"TAYLOR, LA → TUSCOLA, IL",6,3.1666666666666665,2.607705314009662,690.0
"DIERKS, AR → FORT PAYNE, AL",1,1.0,2.60707635009311,537.0
"MILLPORT, AL → TIPP CITY, OH",1,7.0,2.606473594548552,587.0
"PLUMERVILLE, AR → SYCAMORE, IL",2,3.0,2.6033690658499236,653.0
"MAGNOLIA, MS → TUSCUMBIA, AL",2,1.0,2.602739726027397,365.0
"HOLDEN, LA → TUSCUMBIA, AL",1,24.0,2.600472813238771,423.0
"CHOPIN, LA → TRINITY, AL",1,4.0,2.6,558.0
"EFFINGHAM, SC → BIRMINGHAM, AL",1,3.0,2.5974025974025974,462.0
"TAYLOR, LA → POPLAR BLUFF, MO",1,3.0,2.5949367088607596,395.0
"VICKSBURG, MS → WEST UNION, OH",1,4.0,2.5936675461741423,758.0
"GURDON, AR → KANKAKEE, IL",1,1.0,2.5925925925925926,675.0
"HOLDEN, LA → GRAND PRAIRIE, TX",1,1.0,2.591183673469388,490.0
"MERIDIAN, MS → INDIANAPOLIS, IN",2,5.0,2.590544871794872,624.0
"IDABEL, OK → HIDALGO, TX",1,1.0,2.5899280575539567,695.0
"HOLDEN, LA → BROWNSVILLE, TX",3,6.0,2.5875190258751903,657.0
"OLLA, LA → RICHMOND, IL",1,3.0,2.5853154084798344,967.0
"JASPER, AL → DES PLAINES, IL",1,1.0,2.58493353028065,677.0
"HOLDEN, LA → OTTAWA LAKE, MI",2,3.5,2.5837320574162677,1045.0
"HALFWAY, MO → EVANSVILLE, WI",1,7.0,2.5830258302583027,542.0
"SALEM, MO → RENSSELAER, IN",2,1.5,2.5821596244131455,426.0
"HOLDEN, LA → DURANT, OK",1,5.0,2.57992277992278,518.0
"ALAPAHA, GA → RIDGEWAY, VA",15,3.0,2.5754614387585977,532.6666666666666
"ALBANY, GA → FORT PAYNE, AL",1,1.0,2.5752508361204014,299.0
"TAYLOR, LA → PRINCEVILLE, IL",1,7.0,2.5745257452574526,738.0
"CORDELE, GA → TOLEDO, OH",1,14.0,2.573529411764706,816.0
"IDABEL, OK → BRAZIL, IN",5,13.4,2.5714285714285716,735.0
"CHOPIN, LA → BIRMINGHAM, AL",7,1.5714285714285714,2.5699743311242287,481.85714285714283
"BRYAN, TX → KANSAS CITY, MO",1,24.0,2.5697503671071953,681.0
"KINARDS, SC → BALTIMORE, MD",1,0.0,2.5684931506849313,584.0
"BOGALUSA, LA → MEMPHIS, TN",2,2.5,2.5684556407447974,331.0
"BIRMINGHAM, AL → WEST MONROE, LA",3,3.3333333333333335,2.5662100456621,365.0
"SALEM, MO → FLOWOOD, MS",15,4.0,2.565824795842613,449.0
"BRYAN, TX → DES MOINES, IA",3,8.333333333333334,2.5641025641025643,871.0
"SALEM, MO → EULESS, TX",1,2.0,2.5618374558303887,566.0
"HOLDEN, LA → EATONTON, GA",1,4.0,2.5618374558303887,566.0
"BRYAN, TX → CONCORDIA, KS",1,2.0,2.5602409638554215,664.0
"BRYAN, TX → CHANNELVIEW, TX",2,3.0,2.559055118110236,127.0
"PLUMERVILLE, AR → ARTHUR, IL",1,2.0,2.556390977443609,532.0
"BRYAN, TX → MANLY, IA",1,1.0,2.555110220440882,998.0
"IDABEL, OK → MARKLEVILLE, IN",2,4.0,2.5540865384615383,832.0
"TALLADEGA, AL → OTTAWA LAKE, MI",1,4.0,2.5531914893617023,705.0
"PINELAND, TX → PHARR, TX",3,2.6666666666666665,2.5513585155732272,503.0
"ACKERMAN, MS → GRABILL, IN",1,1.0,2.5476839237057223,734.0
"WARREN, AR → WEST UNION, OH",2,3.5,2.5451339915373765,709.0
"GURDON, AR → SCHILLER PARK, IL",2,4.0,2.5435073627844713,747.0
"HONDO, TX → FT WORTH, TX",1,1.0,2.542319749216301,319.0
"BIRMINGHAM, AL → IRVING, TX",3,2.0,2.5418569254185694,657.0
"PINELAND, TX → HIDALGO, TX",2,2.5,2.5390625,512.0
"POLLOCK, LA → RIPLEY, TN",1,3.0,2.5386313465783665,453.0
"HALFWAY, MO → RENSSELAER, IN",2,6.5,2.5361570247933884,484.0
"THOMASVILLE, AL → HUTCHINS, TX",1,7.0,2.535335689045936,566.0
"CHOPIN, LA → GORDO, AL",1,3.0,2.5350467289719627,428.0
"BOAZ, AL → HOUSTON, TX",1,7.0,2.533333333333333,750.0
"ROUND ROCK, TX → LEWISVILLE, AR",1,6.0,2.5319693094629154,391.0
"GURDON, AR → MARKLEVILLE, IN",1,7.0,2.5316455696202533,711.0
"BRYAN, TX → TYLER, TX",3,4.0,2.5265392781316347,157.0
"OLLA, LA → EDINBURG, TX",3,4.333333333333333,2.525252525252525,627.0
"HOLDEN, LA → SOMERSET, KY",3,5.333333333333333,2.5238095238095237,735.0
"SUMMERSVILLE, MO → GRAPELAND, TX",1,4.0,2.5225225225225225,555.0
"MANSFIELD, AR → BRYAN, TX",4,1.5,2.5220588235294117,442.0
"MONROEVILLE, AL → WOOD DALE, IL",1,5.0,2.520045819014891,873.0
"BUCKS, AL → ANNISTON, AL",1,1.0,2.5186084142394822,309.0
"CORINTH, MS → BROWNSVILLE, TX",1,6.0,2.514792899408284,1014.0
"VICKSBURG, MS → WELLFORD, SC",2,2.5,2.5126050420168067,595.0
"BIRMINGHAM, AL → LAFAYETTE, IN",1,1.0,2.512029520295203,542.0
"BRYAN, TX → LINDON, UT",2,2.5,2.511904761904762,1344.0
"TAYLOR, LA → MIDDLETON, TN",13,11.538461538461538,2.511773940345369,441.0
"CARRSVILLE, KY → SAVANNAH, GA",1,1.0,2.511664074650078,643.0
"BROOKHAVEN, MS → BRAZIL, IN",1,3.0,2.511078286558346,677.0
"TAYLOR, LA → COAL VALLEY, IL",1,1.0,2.5094102885821834,797.0
"CHOPIN, LA → SOUTH BEND, IN",4,2.25,2.50365141187926,1027.0
"SALEM, MO → GRAPELAND, TX",2,3.0,2.503521126760563,568.0
"DECATUR, AL → HOUSTON, TX",1,1.0,2.50334672021419,747.0
"TAYLOR, LA → TOLEDO, OH",1,4.0,2.5,1010.0
"CARTHAGE, AR → TOLEDO, OH",1,6.0,2.4971098265895955,865.0
"LOUISVILLE, AL → DALLAS, TX",2,2.5,2.4965659340659343,728.0
"PINELAND, TX → KANSAS CITY, KS",1,1.0,2.49609984399376,641.0
"SUMMERSVILLE, MO → RENSSELAER, IN",4,3.0,2.494493392070485,454.0
"PLUMERVILLE, AR → TOLEDO, OH",1,1.0,2.494131455399061,852.0
"SUMMERSVILLE, MO → HOUSTON, TX",1,2.0,2.4925149700598803,668.0
"OLLA, LA → SAINT ROSE, IL",5,7.6,2.4909629629629633,675.0
"ELDON, MO → FULTON, MS",1,1.0,2.48868778280543,442.0
"TROY, AL → TOLEDO, OH",2,6.0,2.487562189054726,804.0
"HAZLEHURST, GA → WEST UNION, OH",4,1.25,2.4867021276595747,658.0
"BRYAN, TX → MAGNOLIA, AR",1,1.0,2.484472049689441,322.0
"VIOLA, AR → EVANSVILLE, WI",2,2.5,2.4824253075571177,569.0
"MILLPORT, AL → HOWARDS GROVE, WI",1,2.0,2.4818401937046004,826.0
"ALAPAHA, GA → INDEPENDENCE, OH",1,4.0,2.4807056229327453,907.0
"IDABEL, OK → SHEFFIELD, IA",2,7.5,2.4793388429752063,726.0
"OLLA, LA → SCHILLER PARK, IL",4,7.5,2.476801310043668,916.0
"ATOKA, OK → ROBSTOWN, TX",1,1.0,2.476280834914611,527.0
"HALFWAY, MO → LONGVIEW, TX",1,1.0,2.4691358024691357,486.0
"HAVANA, FL → HENDRICKS, WV",1,3.0,2.4663677130044843,892.0
"RICEBORO, GA → RANBURNE, AL",6,3.3333333333333335,2.465686274509804,340.0
"GLOSTER, MS → OTTAWA LAKE, MI",2,5.0,2.465483234714004,1014.0
"OLLA, LA → SIKESTON, MO",2,12.5,2.462121212121212,528.0
"MANSFIELD, AR → WEST UNION, OH",2,1.5,2.4619771863117874,789.0
"BRYAN, TX → SHEFFIELD, IA",4,4.0,2.461340206185567,970.0
"AUSTIN, MN → EXETER, MO",3,3.0,2.4604569420035145,569.0
"DIERKS, AR → NORTHPORT, AL",1,4.0,2.459016393442623,488.0
"MERIDIAN, MS → EDINBURG, TX",1,2.0,2.453271028037383,856.0
"BRYAN, TX → TOPEKA, KS",4,12.5,2.4489409984871404,661.0
"NAVASOTA, TX → PASS CHRISTIAN, MS",1,2.0,2.4444444444444446,450.0
"TAYLOR, LA → CHERRY VALLEY, IL",2,11.0,2.443045563549161,834.0
"APPLING, GA → POLLARD, AR",1,0.0,2.442528735632184,696.0
"OLLA, LA → TOLEDO, OH",2,11.5,2.4390243902439024,1066.0
"BIRMINGHAM, AL → GREENCASTLE, PA",1,2.0,2.4285714285714284,735.0
"BRYAN, TX → HEBER SPRINGS, AR",2,3.5,2.42827868852459,488.0
"VERONA, MO → CAYCE, SC",3,2.6666666666666665,2.428256070640176,906.0
